,,,,FluSurveillance_Custom_Download_Data HOSPITALISATION,,,Waste water data,,ILI GP data,,,,ICL Lab tests ,,,,Google trends,,,
CATCHMENT,NETWORK,YEAR,WEEK,WEEKLY RATE,,sample_collect_date,pcr_target_mic_lin,,YEAR,WEEK,%UNWEIGHTED ILI,,YEAR,WEEK,PERCENT A,,Time,cough,dry cough,sore throat
New York - Rochester,EIP,2025,10,7.2,,10-Apr-26,0,,,,,,,,,,,,,
New York - Albany,EIP,2025,10,8.6,,13-Apr-26,0,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,10,4.8,,13-Apr-26,0,,,,,,,,,,,,,
New York - Rochester,EIP,2025,11,6,,15-Apr-26,0,,,,,,,,,,,,,
New York - Albany,EIP,2025,11,6.1,,15-Apr-26,0,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,11,3.8,,17-Apr-26,0.00001,,,,,,,,,,,,,
New York - Rochester,EIP,2025,12,5,,20-Apr-26,0,,,,,,,,,,,,,
New York - Albany,EIP,2025,12,6.1,,20-Apr-26,0.00001,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,12,2.6,,22-Apr-26,0,,,,,,,,,,,,,
New York - Rochester,EIP,2025,13,3.7,,22-Apr-26,0.00001,,,,,,,,,,,,,
New York - Albany,EIP,2025,13,4,,24-Apr-26,0,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,13,2,,27-Apr-26,0,,,,,,,,,,,,,
New York - Rochester,EIP,2025,14,3.1,,27-Apr-26,0,,,,,,,,,,,,,
New York - Albany,EIP,2025,14,3,,29-Apr-26,0,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,14,1.6,,29-Apr-26,0,,,,,,,,,,,,,
New York - Rochester,EIP,2025,15,3.5,,01-May-26,0,,,,,,,,,,,,,
New York - Albany,EIP,2025,15,1.6,,02-May-26,0,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,15,1.1,,04-May-26,0.00001,,,,,,,,,,,,,
New York - Rochester,EIP,2025,16,2.3,,06-May-26,0.00002,,,,,,,,,,,,,
New York - Albany,EIP,2025,16,1.4,,06-May-26,0,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,16,0.8,,08-May-26,0,,,,,,,,,,,,,
New York - Rochester,EIP,2025,17,3.1,,11-May-26,0.00004,,,,,,,,,,,,,
New York - Albany,EIP,2025,17,1.5,,11-May-26,0,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,17,1,,13-May-26,0,,,,,,,,,,,,,
New York - Albany,EIP,2025,40,0,,13-May-26,0,,,,,,,,,,,,,
New York - Rochester,EIP,2025,40,0,,15-May-26,0.00001,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,40,0.1,,18-May-26,0,,,,,,,,,,,,,
New York - Rochester,EIP,2025,41,0.1,,18-May-26,0,,,,,,,,,,,,,
New York - Albany,EIP,2025,41,0,,20-May-26,0,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,41,0.2,,20-May-26,0,,,,,,,,,,,,,
New York - Albany,EIP,2025,42,0.1,,21-May-26,0,,,,,,,,,,,,,
New York - Rochester,EIP,2025,42,0,,25-May-26,0.00001,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,42,0.2,,27-May-26,0,,,,,,,,,,,,,
New York - Rochester,EIP,2025,43,0.1,,27-May-26,0,,,,,,,,,,,,,
New York - Albany,EIP,2025,43,0.3,,29-May-26,0,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,43,0.2,,01-Jun-26,0,,,,,,,,,,,,,
New York - Albany,EIP,2025,44,0.1,,01-Jun-26,0,,,,,,,,,,,,,
New York - Rochester,EIP,2025,44,0.2,,03-Jun-26,0.00001,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,44,0.2,,03-Jun-26,0,,,,,,,,,,,,,
New York - Rochester,EIP,2025,45,0.2,,05-Jun-26,0,,,,,,,,,,,,,
New York - Albany,EIP,2025,45,0.1,,08-Jun-26,0,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,45,0.5,,08-Jun-26,0,,,,,,,,,,,,,
New York - Albany,EIP,2025,46,0.4,,10-Jun-26,0,,,,,,,,,,,,,
New York - Rochester,EIP,2025,46,0.8,,12-Jun-26,0.00001,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,46,0.7,,15-Jun-26,0.00001,,,,,,,,,,,,,
New York - Rochester,EIP,2025,47,1.1,,15-Jun-26,0.00001,,,,,,,,,,,,,
New York - Albany,EIP,2025,47,0.7,,17-Jun-26,0.00004,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,47,1.2,,,,,,,,,,,,,,,,
New York - Albany,EIP,2025,48,1.7,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2025,48,4.2,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,48,1.8,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2025,49,6.8,,,,,,,,,,,,,,,,
New York - Albany,EIP,2025,49,3.7,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,49,2.9,,,,,,,,,,,,,,,,
New York - Albany,EIP,2025,50,6.4,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2025,50,10.9,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,50,4.6,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2025,51,19.3,,,,,,,,,,,,,,,,
New York - Albany,EIP,2025,51,12.4,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,51,8.3,,,,,,,,,,,,,,,,
New York - Albany,EIP,2025,52,19.3,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2025,52,29.3,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,52,13.2,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2025,53,27.7,,,,,,,,,,,,,,,,
New York - Albany,EIP,2025,53,20,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2025,53,12.6,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,1,12.8,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,1,13.6,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,1,7.3,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,2,7.6,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,2,6.8,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,2,4.3,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,3,3.8,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,3,3.5,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,3,3.5,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,4,1.8,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,4,3.5,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,4,3.4,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,5,2.4,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,5,1.3,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,5,3.4,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,6,0.9,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,6,2.5,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,6,3,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,7,2.3,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,7,1.2,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,7,3,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,8,1.1,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,8,3.3,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,8,2.4,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,9,1.9,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,9,2.2,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,9,2.1,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,10,1.8,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,10,0.8,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,10,1.6,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,11,1.8,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,11,1.9,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,11,1.3,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,12,1.2,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,12,1.3,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,12,0.8,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,13,1,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,13,0.9,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,13,2.4,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,14,0.7,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,14,1.5,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,14,0.7,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,15,0.7,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,15,0.8,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,15,1.1,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,16,0.5,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,16,0.6,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,16,0.5,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,17,0.4,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,17,0.3,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,17,0.4,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,18,0.3,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,18,0.4,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,18,0.2,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,19,0.3,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,19,0.1,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,19,0.8,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,20,0.2,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,20,0.2,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,20,0,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,21,0.1,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,21,0.1,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,21,0,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,22,0.1,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,22,0.1,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,22,0.1,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,23,0.1,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,23,0.1,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,23,0.2,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,24,0.1,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,24,0.2,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,24,0,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,25,null,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,25,null,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,25,null,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,26,null,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,26,null,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,26,null,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,27,null,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,27,null,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,27,null,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,28,null,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,28,null,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,28,null,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,29,null,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,29,null,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,29,null,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,30,null,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,30,null,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,30,null,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,31,null,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,31,null,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,31,null,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,32,null,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,32,null,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,32,null,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,33,null,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,33,null,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,33,null,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,34,null,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,34,null,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,34,null,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,35,null,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,35,null,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,35,null,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,36,null,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,36,null,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,36,null,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,37,null,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,37,null,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,37,null,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,38,null,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,38,null,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,38,null,,,,,,,,,,,,,,,,
Entire Network,FluSurv-NET,2026,39,null,,,,,,,,,,,,,,,,
New York - Albany,EIP,2026,39,null,,,,,,,,,,,,,,,,
New York - Rochester,EIP,2026,39,null,,,,,,,,,,,,,,,,
